id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
374,L57110,L,298.3,308.3,1456,45.5,63,0,0,0,0,0,0
375,L49197,L,298.7,308.5,1602,36.8,46,0,0,0,0,0,0
376,L50575,L,301.4,310.6,1616,30.7,84,0,0,0,0,0,0
377,L56255,L,297.3,308.1,1510,36.0,150,0,0,0,0,0,0
378,L51259,L,302.0,310.7,1403,47.5,106,0,0,0,0,0,0
379,L49990,L,300.4,309.1,1574,41.5,113,0,0,0,0,0,0
380,L47310,L,298.8,308.5,1553,32.4,190,0,0,0,0,0,0
381,L56584,L,297.7,308.2,1523,38.5,181,0,0,0,0,0,0
382,L53361,L,301.0,310.9,1975,15.8,17,0,0,0,0,0,0
383,L53731,L,301.4,310.7,1364,46.3,24,0,0,0,0,0,0
384,L52433,L,303.5,313.0,1377,52.8,71,0,0,0,0,0,0
385,L50678,L,301.9,311.1,1374,59.8,228,1,0,0,1,1,0
386,L56189,L,297.3,307.9,1579,34.4,0,0,0,0,0,0,0
387,L53232,L,300.9,311.0,2003,40.2,138,0,0,0,0,0,0
388,M21555,M,301.8,311.0,1413,38.0,39,0,0,0,0,0,0
389,L54274,L,300.6,310.2,1447,48.8,17,0,0,0,0,0,0
390,L53072,L,301.4,311.0,1585,31.8,159,0,0,0,0,0,0
391,L56908,L,298.8,309.8,1487,36.7,143,0,0,0,0,0,0
392,L54812,L,300.5,311.6,1744,38.9,94,0,0,0,0,0,0
393,L55551,L,298.7,309.7,1409,41.3,148,0,0,0,0,0,0
394,L47217,L,298.8,309.1,1523,39.2,139,0,0,0,0,0,0
395,L54707,L,300.1,311.4,1246,64.0,42,0,0,0,0,0,0
396,L55970,L,297.4,308.5,1383,46.6,47,0,0,0,0,0,0
397,L56170,L,297.2,307.9,1514,44.7,146,0,0,0,0,0,0
398,L51887,L,303.5,311.3,1944,23.5,159,0,0,0,0,0,0
399,M21553,M,301.8,311.0,1756,35.3,13,0,0,0,0,0,0
400,H34308,H,303.8,312.3,1456,46.6,198,0,0,0,0,0,0
401,H38469,H,297.3,308.4,1664,30.6,90,0,0,0,0,0,0
402,L53499,L,300.9,310.2,1560,35.1,155,0,0,0,0,0,0
403,M16710,M,297.7,307.2,1372,33.5,33,0,0,0,0,0,0
404,L55215,L,300.7,310.8,1415,48.7,91,0,0,0,0,0,0
405,L56763,L,299.2,310.1,1518,40.1,126,0,0,0,0,0,0
406,L52840,L,302.2,311.3,1477,46.6,15,0,0,0,0,0,0
407,L53141,L,300.3,310.7,1435,49.3,123,0,0,0,0,0,0
408,M21683,M,301.3,310.7,1465,41.4,158,0,0,0,0,0,0
409,L52642,L,302.9,312.5,2183,19.1,39,0,0,0,0,0,0
410,L50266,L,300.0,309.4,1471,44.9,150,0,0,0,0,0,0
411,H34330,H,303.8,312.8,1493,40.7,124,0,0,0,0,0,0
412,L53153,L,300.5,310.8,1540,44.0,166,0,0,0,0,0,0
413,L53213,L,300.6,310.9,1486,38.6,0,0,0,0,0,0,0
414,L55728,L,298.5,309.4,1578,37.6,71,0,0,0,0,0,0
415,L47528,L,297.5,308.3,1617,34.9,39,0,0,0,0,0,0
416,L53372,L,301.0,310.9,1524,39.4,45,0,0,0,0,0,0
417,L56256,L,297.2,308.1,1474,47.0,173,0,0,0,0,0,0
418,L54812,L,300.5,311.5,1597,34.6,0,0,0,0,0,0,0
419,L52364,L,304.0,313.1,1618,38.0,92,0,0,0,0,0,0
420,L49477,L,299.4,308.7,2008,20.7,119,0,0,0,0,0,0
421,L53142,L,300.5,310.8,1372,44.7,125,0,0,0,0,0,0
422,L56915,L,298.9,310.1,1476,43.4,98,0,0,0,0,0,0
423,L54800,L,300.5,311.5,1494,38.5,65,0,0,0,0,0,0
424,M20450,M,302.5,311.9,1340,48.0,60,0,0,0,0,0,0
425,L50250,L,300.1,309.1,1546,28.3,110,0,0,0,0,0,0
426,L48403,L,297.0,308.4,1565,48.1,137,0,0,0,0,0,0
427,M16981,M,299.3,308.8,1383,50.3,108,0,0,0,0,0,0
428,M22398,M,300.2,311.7,1441,42.7,156,0,0,0,0,0,0
429,M22131,M,300.3,310.3,1359,49.7,7,0,0,0,0,0,0
430,L49741,L,299.4,309.2,1463,37.8,145,0,0,0,0,0,0
431,L51688,L,302.4,310.1,1449,48.9,102,0,0,0,0,0,0
432,L51580,L,302.3,310.1,1653,32.9,36,0,0,0,0,0,0
433,L51251,L,302.0,310.5,1455,39.5,141,0,0,0,0,0,0
434,L55273,L,300.3,311.7,1448,46.3,14,0,0,0,0,0,0
435,M22063,M,299.8,309.6,1633,31.7,82,0,0,0,0,0,0
436,L53919,L,301.8,311.2,1482,43.6,208,0,0,0,0,0,0
437,H33265,H,302.3,310.9,1429,43.7,146,0,0,0,0,0,0
438,L52818,L,302.2,312.0,1523,38.5,182,0,0,0,0,0,0
439,M16346,M,298.2,309.2,1524,42.4,193,0,0,0,0,0,0
440,L55336,L,299.6,310.8,1564,36.8,110,0,0,0,0,0,0
441,L49447,L,299.2,308.5,1570,41.2,61,0,0,0,0,0,0
442,L47485,L,297.8,308.5,2129,19.2,148,0,0,0,0,0,0
443,M24250,M,297.5,308.0,1413,42.0,141,0,0,0,0,0,0
444,L51038,L,302.6,310.6,1785,27.0,203,0,0,0,0,0,0
445,M16657,M,298.0,308.0,1430,47.7,89,0,0,0,0,0,0
446,L54760,L,300.1,310.2,1384,44.4,113,0,0,0,0,0,0
447,H36780,H,299.6,310.1,1601,34.8,62,0,0,0,0,0,0
448,M15206,M,297.6,308.3,1459,43.3,34,0,0,0,0,0,0
449,L48402,L,297.0,308.3,1499,41.4,135,0,0,0,0,0,0
450,L53119,L,300.5,310.5,1653,32.9,0,0,0,0,0,0,0
451,L48348,L,297.1,308.1,1496,48.1,215,0,0,0,0,0,0
452,L56041,L,297.9,309.1,1459,46.2,33,0,0,0,0,0,0
453,L54091,L,300.8,311.2,1386,41.1,57,0,0,0,0,0,0
454,L56224,L,297.4,308.4,1491,38.4,63,0,0,0,0,0,0
455,M22987,M,300.1,311.4,1568,35.1,38,0,0,0,0,0,0
456,M18575,M,302.2,311.4,1461,42.4,96,0,0,0,0,0,0
457,M20478,M,303.0,312.4,1426,43.7,129,0,0,0,0,0,0
458,L48604,L,298.7,309.7,1559,36.9,6,0,0,0,0,0,0
459,L54602,L,300.0,311.2,1723,44.1,206,0,0,0,0,0,0
460,L54629,L,300.3,311.8,1434,45.9,23,0,0,0,0,0,0
461,L53028,L,301.4,311.3,1563,36.8,48,0,0,0,0,0,0
462,H36201,H,301.1,310.8,1465,43.5,68,0,0,0,0,0,0
463,L47244,L,298.9,309.1,1393,45.3,98,0,0,0,0,0,0
464,L56711,L,299.4,310.8,1490,44.9,93,0,0,0,0,0,0
465,L52925,L,302.2,311.5,1420,50.1,21,0,0,0,0,0,0
466,M15033,M,298.3,308.0,1591,41.7,29,0,0,0,0,0,0
467,M17662,M,300.3,309.1,1374,46.6,95,0,0,0,0,0,0
468,M21950,M,300.6,310.6,1478,49.6,5,0,0,0,0,0,0
469,M15502,M,297.8,309.4,1442,43.4,129,0,0,0,0,0,0
470,L56357,L,297.9,309.1,1504,43.0,64,0,0,0,0,0,0
471,L50864,L,302.2,311.2,1488,65.3,141,0,0,0,0,0,0
472,L56337,L,297.5,308.5,1479,52.3,148,0,0,0,0,0,0
473,L47364,L,298.2,308.2,1662,30.6,96,0,0,0,0,0,0
474,L51415,L,302.2,310.8,1438,39.3,44,0,0,0,0,0,0
475,L54807,L,300.5,311.5,1364,44.4,117,0,0,0,0,0,0
476,L50250,L,300.1,309.2,1533,40.2,110,0,0,0,0,0,0
477,L56161,L,297.0,307.7,1685,28.7,124,0,0,0,0,0,0
478,H38474,H,297.2,308.3,1359,54.6,106,0,0,0,0,0,0
479,L56469,L,298.2,308.9,1353,49.8,76,0,0,0,0,0,0
480,M18453,M,301.7,310.4,1477,44.5,156,0,0,0,0,0,0
481,M18225,M,301.4,310.6,1556,36.6,2,0,0,0,0,0,0
482,L54108,L,301.1,311.7,1531,36.0,92,0,0,0,0,0,0
483,L48731,L,298.4,308.8,1379,60.4,111,0,0,0,0,0,0
484,L55142,L,301.0,312.2,1346,49.1,58,0,0,0,0,0,0
485,L49870,L,299.8,309.5,1445,46.6,127,0,0,0,0,0,0
486,H31341,H,298.1,308.0,1523,41.0,96,0,0,0,0,0,0
487,M23561,M,297.3,308.6,1553,36.9,162,0,0,0,0,0,0
488,L54665,L,300.3,311.6,1429,51.1,154,0,0,0,0,0,0
489,L50565,L,301.5,310.8,1539,38.6,57,0,0,0,0,0,0
490,L53556,L,300.0,309.6,1735,28.7,94,0,0,0,0,0,0
491,L56461,L,298.2,308.9,1336,49.4,66,0,0,0,0,0,0
492,L48770,L,298.1,308.4,1497,37.7,146,0,0,0,0,0,0
493,L49833,L,299.7,309.4,1779,23.8,154,0,0,0,0,0,0
494,H32038,H,299.9,309.5,1311,55.0,89,0,0,0,0,0,0
495,L55273,L,300.2,311.7,1564,38.7,7,0,0,0,0,0,0
496,M20889,M,301.0,311.0,1640,37.6,118,0,0,0,0,0,0
497,L53850,L,301.5,310.4,1998,20.2,210,0,0,0,0,0,0
498,M21485,M,301.0,310.7,1421,41.8,98,0,0,0,0,0,0
499,L49267,L,299.4,309.2,1670,26.8,14,0,0,0,0,0,0
500,L55003,L,299.9,311.3,1681,29.1,158,0,0,0,0,0,0
501,H36996,H,300.7,310.6,1608,33.1,84,0,0,0,0,0,0
502,L54258,L,300.7,310.5,1434,42.4,57,0,0,0,0,0,0
503,L47778,L,297.6,309.6,1609,31.6,174,0,0,0,0,0,0
504,L47327,L,298.4,308.4,1515,40.1,17,0,0,0,0,0,0
505,L52933,L,302.4,311.9,1456,44.3,48,0,0,0,0,0,0
506,M15079,M,298.3,308.5,1283,49.6,142,0,0,0,0,0,0
507,L56196,L,297.3,308.2,1396,52.6,212,1,1,0,0,0,0
508,M22930,M,300.5,312.0,1676,29.2,103,0,0,0,0,0,0
509,H30650,H,297.3,308.5,1453,42.5,9,0,0,0,0,0,0
510,L49974,L,300.4,309.6,1553,37.9,68,0,0,0,0,0,0
511,L49720,L,299.1,308.8,1394,48.1,89,0,0,0,0,0,0
512,L48899,L,298.2,307.7,1540,39.8,87,0,0,0,0,0,0
513,M15387,M,297.5,309.6,1727,35.8,57,0,0,0,0,0,0
514,M17312,M,299.1,308.6,1433,49.9,7,0,0,0,0,0,0
515,L56664,L,298.9,309.6,1707,31.6,195,0,0,0,0,0,0
516,L48463,L,298.3,309.4,1567,33.9,94,0,0,0,0,0,0
517,L56246,L,297.2,308.3,1430,43.7,124,0,0,0,0,0,0
518,L56226,L,297.4,308.4,1560,35.1,67,0,0,0,0,0,0
519,M23853,M,297.3,308.0,1380,44.1,197,0,0,0,0,0,0
520,M15717,M,295.7,306.4,1641,35.8,179,0,0,0,0,0,0
521,L47398,L,298.3,308.6,1439,44.1,144,0,0,0,0,0,0
522,M23917,M,297.3,308.4,1686,29.9,97,0,0,0,0,0,0
523,M15721,M,296.1,306.9,1479,38.3,38,0,0,0,0,0,0
524,L49103,L,298.0,307.7,1490,34.1,11,0,0,0,0,0,0
525,H31146,H,298.3,307.7,1405,47.0,103,0,0,0,0,0,0
526,L49286,L,299.4,309.1,1622,37.3,9,0,0,0,0,0,0
527,L52588,L,302.7,312.2,1484,38.7,15,0,0,0,0,0,0
528,L48301,L,296.7,307.4,1557,37.2,96,0,0,0,0,0,0
529,L48485,L,299.0,310.3,1363,39.5,17,0,0,0,0,0,0
530,M18098,M,300.4,309.7,1520,37.0,146,0,0,0,0,0,0
531,L49078,L,298.0,307.6,1563,38.0,30,0,0,0,0,0,0
532,L47758,L,297.8,309.8,1574,33.8,2,0,0,0,0,0,0
533,L56403,L,297.9,309.0,1382,36.1,50,0,0,0,0,0,0
534,M20840,M,300.6,310.7,1556,31.0,180,0,0,0,0,0,0
535,L52897,L,302.2,312.0,1556,38.0,167,0,0,0,0,0,0
536,L54769,L,300.4,311.0,1446,43.9,5,0,0,0,0,0,0
537,L55439,L,299.0,310.4,1517,44.4,174,0,0,0,0,0,0
538,L53368,L,301.0,310.7,1416,45.9,35,0,0,0,0,0,0
539,H32515,H,299.8,309.1,1467,37.3,181,0,0,0,0,0,0
540,M23665,M,297.3,308.6,1605,36.1,80,0,0,0,0,0,0
541,M17417,M,299.4,309.1,1357,50.0,134,0,0,0,0,0,0
542,L56262,L,297.2,308.1,1419,45.2,152,0,0,0,0,0,0
543,L49927,L,299.7,309.2,1422,44.8,175,0,0,0,0,0,0
544,L51200,L,302.1,310.5,1376,49.2,210,0,0,0,0,0,0
545,M17355,M,299.0,308.8,1772,27.7,209,0,0,0,0,0,0
546,H29978,H,297.5,309.4,1447,45.7,155,0,0,0,0,0,0
547,L51191,L,302.3,311.1,1447,31.4,174,0,0,0,0,0,0
548,L47585,L,297.4,308.5,1553,34.6,186,0,0,0,0,0,0
549,M16863,M,298.8,308.7,1648,28.3,206,0,0,0,0,0,0
550,L47574,L,297.4,308.3,1645,30.6,127,0,0,0,0,0,0
551,M21012,M,301.1,309.8,1592,35.7,111,0,0,0,0,0,0
552,M18575,M,302.4,311.3,1569,37.5,121,0,0,0,0,0,0
553,L56352,L,297.7,308.8,1525,42.9,193,0,0,0,0,0,0
554,L50146,L,300.6,309.4,1489,39.5,112,0,0,0,0,0,0
555,L53702,L,301.2,310.4,1306,55.5,42,0,0,0,0,0,0
556,L50983,L,302.2,310.9,1505,37.1,60,0,0,0,0,0,0
557,L55882,L,297.2,308.5,1475,42.5,104,0,0,0,0,0,0
558,L48850,L,298.1,307.8,1528,31.1,23,0,0,0,0,0,0
559,M20553,M,302.4,311.8,1453,42.1,18,0,0,0,0,0,0
560,L49915,L,299.7,309.2,1449,45.4,147,0,0,0,0,0,0
561,L52183,L,303.7,312.8,1432,47.2,107,0,0,0,0,0,0
562,L55124,L,300.8,311.7,1414,49.0,7,0,0,0,0,0,0
563,M20390,M,302.4,311.8,1466,46.1,104,0,0,0,0,0,0
564,M21715,M,301.1,311.0,1474,40.8,198,0,0,0,0,0,0
565,L49948,L,300.0,309.6,1463,45.1,196,0,0,0,0,0,0
566,L53393,L,300.9,310.6,1397,34.9,80,0,0,0,0,0,0
567,L49181,L,298.4,308.2,1510,38.2,11,0,0,0,0,0,0
568,L56667,L,298.9,309.6,1472,47.4,35,0,0,0,0,0,0
569,L49260,L,299.3,309.2,1574,32.4,202,0,0,0,0,0,0
570,L56276,L,297.2,308.1,1458,47.8,204,0,0,0,0,0,0
571,H33389,H,302.4,311.5,1433,43.7,81,0,0,0,0,0,0
572,L54148,L,300.9,311.2,1550,40.5,114,0,0,0,0,0,0
573,M20585,M,302.3,311.8,1412,50.3,197,0,0,0,0,0,0
574,L50995,L,302.2,310.7,1480,45.4,91,0,0,0,0,0,0
575,L50166,L,300.6,309.8,1511,35.7,125,0,0,0,0,0,0
576,L53239,L,300.9,311.0,1441,43.4,156,0,0,0,0,0,0
577,L50584,L,301.3,310.4,1695,44.2,108,0,0,0,0,0,0
578,M17371,M,299.0,309.2,1526,40.7,20,0,0,0,0,0,0
579,M17294,M,298.9,308.2,1527,42.7,44,0,0,0,0,0,0
580,L56318,L,297.6,308.6,1731,28.0,106,0,0,0,0,0,0
581,L50812,L,302.1,311.5,1634,30.6,50,0,0,0,0,0,0
582,L47663,L,297.4,309.0,1448,47.9,161,0,0,0,0,0,0
583,L47992,L,296.8,307.6,1459,46.6,168,0,0,0,0,0,0
584,L56909,L,298.7,309.8,1793,24.8,145,0,0,0,0,0,0
585,L56398,L,297.7,308.8,1354,49.4,103,0,0,0,0,0,0
586,H32389,H,300.5,309.4,1446,42.8,46,0,0,0,0,0,0
587,L47585,L,297.3,308.5,1350,55.8,186,0,0,0,0,0,0
588,M17244,M,299.1,308.5,1506,36.7,125,0,0,0,0,0,0
589,M18406,M,301.9,310.9,1315,48.9,40,0,0,0,0,0,0
590,L47988,L,296.9,307.7,1544,39.1,145,0,0,0,0,0,0
591,L54679,L,300.3,311.8,1351,26.3,0,0,0,0,0,0,0
592,L56466,L,298.2,308.9,1408,44.5,79,0,0,0,0,0,0
593,L47909,L,297.3,308.8,1469,37.7,201,0,0,0,0,0,0
594,L48477,L,298.8,309.9,1442,47.0,152,0,0,0,0,0,0
595,L55015,L,300.1,311.5,1469,34.7,189,0,0,0,0,0,0
596,M22031,M,300.2,310.2,1786,23.7,7,0,0,0,0,0,0
597,L49124,L,298.1,308.1,1442,42.8,63,0,0,0,0,0,0
598,M24027,M,297.5,308.5,1445,44.6,178,0,0,0,0,0,0
599,L54959,L,300.3,311.7,1528,41.5,193,0,0,0,0,0,0
600,M20440,M,302.5,312.1,1458,38.8,184,0,0,0,0,0,0
601,L47406,L,298.3,308.4,1329,60.7,97,0,0,0,0,0,0
602,L57121,L,298.4,308.1,1550,35.2,94,0,0,0,0,0,0
603,L49216,L,298.8,308.5,1650,30.5,96,0,0,0,0,0,0
604,L56140,L,297.3,307.9,1271,52.7,75,0,0,0,0,0,0
605,L53962,L,301.3,310.9,1553,39.0,64,0,0,0,0,0,0
606,L56553,L,298.0,308.5,1453,45.5,21,0,0,0,0,0,0
607,M18353,M,301.9,311.0,1334,54.4,116,0,0,0,0,0,0
608,L50042,L,300.6,309.5,1387,23.0,242,0,0,0,0,0,0
609,L50490,L,301.3,310.4,1459,46.7,90,0,0,0,0,0,0
610,H39398,H,298.5,308.4,1457,41.1,197,0,0,0,0,0,0
611,L49268,L,299.5,309.4,1331,46.4,22,0,0,0,0,0,0
612,L54473,L,300.1,310.4,1529,38.1,24,0,0,0,0,0,0
613,L55678,L,298.4,309.6,1518,36.8,144,0,0,0,0,0,0
614,L47253,L,299.0,309.0,1450,44.3,141,0,0,0,0,0,0
615,L52042,L,303.5,312.3,1384,49.8,81,0,0,0,0,0,0
616,M21463,M,301.5,310.6,1642,29.3,2,0,0,0,0,0,0
617,L54217,L,300.7,310.6,1465,39.5,64,0,0,0,0,0,0
618,L56199,L,297.4,308.6,1525,44.9,0,0,0,0,0,0,0
619,M18599,M,302.2,311.4,1622,52.4,7,0,0,0,0,0,0
620,L55251,L,300.5,312.0,1435,49.0,113,0,0,0,0,0,0
621,M23793,M,297.3,308.6,1544,42.5,4,0,0,0,0,0,0
622,L54260,L,300.7,310.4,1445,41.3,0,0,0,0,0,0,0
623,L54630,L,300.3,311.8,1698,41.0,9,0,0,0,0,0,0
624,H32562,H,300.4,309.8,1448,37.8,63,0,0,0,0,0,0
625,L56447,L,298.2,308.8,1397,52.3,28,0,0,0,0,0,0
626,L48886,L,298.0,307.6,1487,43.0,111,0,0,0,0,0,0
627,M19116,M,302.6,311.0,1591,37.6,119,0,0,0,0,0,0
628,M16111,M,297.4,308.8,1359,49.9,186,0,0,0,0,0,0
629,H35378,H,300.7,310.7,1443,51.6,211,0,0,0,0,0,0
630,L56037,L,297.7,308.9,1450,43.9,26,0,0,0,0,0,0
631,L54541,L,299.5,310.0,1695,32.5,52,0,0,0,0,0,0
632,L53257,L,300.9,310.7,1479,43.3,137,0,0,0,0,0,0
633,L51916,L,303.2,311.5,1621,32.6,5,0,0,0,0,0,0
634,L56333,L,297.5,308.5,1495,42.4,136,0,0,0,0,0,0
635,M22284,M,300.1,311.4,1520,38.0,160,0,0,0,0,0,0
636,L53273,L,301.0,310.8,1463,48.2,18,0,0,0,0,0,0
637,L55265,L,300.2,311.4,1331,49.5,143,0,0,0,0,0,0
638,L54694,L,300.4,311.4,1622,32.3,14,0,0,0,0,0,0
639,L56318,L,297.6,308.6,1422,46.8,5,0,0,0,0,0,0
640,L55754,L,297.6,308.3,1424,50.0,114,0,0,0,0,0,0
641,L54363,L,300.2,310.2,1429,47.3,192,0,0,0,0,0,0
642,L50587,L,301.2,310.4,1381,49.8,155,0,0,0,0,0,0
643,L48768,L,298.2,308.3,1688,32.0,11,0,0,0,0,0,0
644,M18037,M,300.2,309.4,1564,33.4,183,0,0,0,0,0,0
645,L55044,L,300.5,311.9,1431,49.7,33,0,0,0,0,0,0
646,L49637,L,299.1,308.6,1390,42.1,106,0,0,0,0,0,0
647,L50157,L,300.5,309.3,1460,40.5,101,0,0,0,0,0,0
648,L53319,L,301.0,311.0,1419,46.8,142,0,0,0,0,0,0
649,M21262,M,300.1,309.6,1548,33.8,0,0,0,0,0,0,0
650,L56134,L,297.3,308.0,1446,49.9,96,0,0,0,0,0,0
651,M17298,M,299.1,308.3,1648,28.6,47,0,0,0,0,0,0
652,L55256,L,300.3,311.8,1429,48.0,119,0,0,0,0,0,0
653,L49421,L,299.2,308.4,1711,28.9,188,0,0,0,0,0,0
654,L55163,L,301.0,312.3,1365,47.3,107,0,0,0,0,0,0
655,L53595,L,300.2,309.9,1593,32.2,187,0,0,0,0,0,0
656,H30301,H,296.3,307.1,1443,41.8,144,0,0,0,0,0,0
657,L55605,L,299.1,310.6,1827,24.4,172,0,0,0,0,0,0
658,L47637,L,297.4,308.6,1491,42.1,103,0,0,0,0,0,0
659,L50101,L,300.8,309.5,1419,46.6,149,0,0,0,0,0,0
660,L51070,L,302.2,311.1,1386,53.3,59,0,0,0,0,0,0
661,L53258,L,300.8,310.7,1362,59.1,203,1,0,0,0,1,0
662,M17463,M,299.3,309.2,1435,44.3,31,0,0,0,0,0,0
663,L49019,L,297.7,307.2,1315,41.9,171,0,0,0,0,0,0
664,L47786,L,297.9,309.9,1462,48.2,40,0,0,0,0,0,0
665,M19124,M,302.1,311.0,1542,39.7,141,0,0,0,0,0,0
666,L48317,L,297.3,308.0,1586,36.8,114,0,0,0,0,0,0
667,L53528,L,300.2,309.8,1546,40.0,172,0,0,0,0,0,0
668,L51715,L,302.4,310.2,1444,36.2,166,0,0,0,0,0,0
669,L54857,L,300.5,311.7,1548,41.8,146,0,0,0,0,0,0
670,L51979,L,303.5,312.5,1574,42.2,100,0,0,0,0,0,0
671,L53754,L,301.4,310.8,1478,45.2,181,0,0,0,0,0,0
672,L56945,L,298.8,309.6,1562,38.6,98,0,0,0,0,0,0
673,L55141,L,301.0,312.2,1484,42.7,57,0,0,0,0,0,0
674,L53886,L,301.4,310.6,1384,46.1,70,0,0,0,0,0,0
675,L50924,L,302.3,311.4,1845,22.9,126,0,0,0,0,0,0
676,L51254,L,301.9,310.7,1454,47.0,99,0,0,0,0,0,0
677,H37740,H,298.6,310.3,1523,33.8,119,0,0,0,0,0,0
678,M15721,M,295.9,306.5,1626,31.1,27,0,0,0,0,0,0
679,L53373,L,301.0,310.9,1635,32.7,49,0,0,0,0,0,0
680,L50962,L,302.2,310.8,1571,35.8,23,0,0,0,0,0,0
681,H29998,H,298.8,309.2,1693,28.2,210,0,0,0,0,0,0
682,L52509,L,302.7,313.0,1436,45.1,217,0,0,0,0,0,0
683,L49407,L,299.3,308.7,1737,28.9,170,0,0,0,0,0,0
684,M17123,M,299.1,308.4,1802,25.4,109,0,0,0,0,0,0
685,H34571,H,304.1,313.3,1483,47.5,184,0,0,0,0,0,0
686,M15702,M,297.8,307.4,1564,37.2,179,0,0,0,0,0,0
687,L55501,L,298.7,309.5,1564,34.6,0,0,0,0,0,0,0
688,M21259,M,300.1,309.8,1501,38.0,157,0,0,0,0,0,0
689,H39210,H,298.4,309.3,1462,44.3,18,0,0,0,0,0,0
690,H39086,H,299.0,310.1,1387,43.6,197,0,0,0,0,0,0
691,L50310,L,300.1,309.5,1463,44.3,27,0,0,0,0,0,0
692,L54297,L,300.9,310.5,1570,39.0,127,0,0,0,0,0,0
693,L53445,L,300.8,310.5,1459,49.3,19,0,0,0,0,0,0
694,L55124,L,300.8,311.7,1431,39.9,10,0,0,0,0,0,0
695,L53866,L,301.7,311.0,1449,44.8,19,0,0,0,0,0,0
696,H30620,H,296.9,308.0,1517,53.5,9,0,0,0,0,0,0
697,L53270,L,300.9,310.8,1497,42.4,20,0,0,0,0,0,0
698,M20955,M,300.9,310.8,1370,55.6,9,0,0,0,0,0,0
699,L47786,L,297.9,309.8,1534,36.7,40,0,0,0,0,0,0
700,L52823,L,302.5,312.0,1687,42.0,188,0,0,0,0,0,0
701,L53629,L,300.3,309.9,1519,44.6,69,0,0,0,0,0,0
702,H38694,H,298.2,308.8,1383,44.6,61,0,0,0,0,0,0
703,L51548,L,302.0,309.7,1539,42.5,150,0,0,0,0,0,0
704,L50018,L,300.3,309.5,1472,39.0,166,0,0,0,0,0,0
705,L50999,L,302.2,311.0,1566,37.9,127,0,0,0,0,0,0
706,L48282,L,296.8,307.5,1347,35.0,15,0,0,0,0,0,0
707,L53629,L,300.8,310.3,1402,55.5,69,0,0,0,0,0,0
708,L50104,L,300.7,309.5,1471,44.3,179,0,0,0,0,0,0
709,L55041,L,300.5,312.0,1728,28.5,25,0,0,0,0,0,0
710,L54338,L,300.2,310.0,1586,36.6,184,0,0,0,0,0,0
711,H38593,H,297.9,309.1,1449,38.4,8,0,0,0,0,0,0
712,L53940,L,301.5,310.9,1510,42.5,0,0,0,0,0,0,0
713,M19416,M,302.7,310.6,1451,43.3,6,0,0,0,0,0,0
714,L53142,L,300.5,310.8,1448,52.3,125,0,0,0,0,0,0
715,L55343,L,299.7,311.1,1574,40.6,135,0,0,0,0,0,0
716,L53104,L,300.3,310.6,1497,36.3,15,0,0,0,0,0,0
717,L49759,L,299.3,309.1,1795,24.7,20,0,0,0,0,0,0
718,L55921,L,297.3,308.8,1447,46.9,126,0,0,0,0,0,0
719,L47349,L,298.4,308.3,1512,35.1,19,0,0,0,0,0,0
720,L50302,L,300.0,309.3,1466,48.0,30,0,0,0,0,0,0
721,L48895,L,298.2,307.8,1530,37.9,87,0,0,0,0,0,0
722,L55886,L,297.2,308.6,1504,33.1,153,0,0,0,0,0,0
723,M16374,M,298.1,308.9,1606,37.6,146,0,0,0,0,0,0
724,L49327,L,299.4,308.9,1620,31.1,174,0,0,0,0,0,0
725,L56384,L,297.9,308.8,1596,31.8,68,0,0,0,0,0,0
726,H35040,H,302.5,312.0,1694,30.1,170,0,0,0,0,0,0
727,M21538,M,301.5,310.6,1879,22.0,179,0,0,0,0,0,0
728,L49054,L,298.3,308.1,1686,28.4,94,0,0,0,0,0,0
729,L56589,L,297.9,308.5,1726,26.8,92,0,0,0,0,0,0
730,L55969,L,297.4,308.5,1517,38.7,137,0,0,0,0,0,0
731,M22560,M,300.5,311.9,1354,46.9,36,0,0,0,0,0,0
732,L53450,L,301.2,310.7,1536,39.7,92,0,0,0,0,0,0
733,M18096,M,300.9,309.4,1422,62.4,113,1,0,1,0,0,0
734,L54318,L,300.6,310.1,1771,25.6,130,0,0,0,0,0,0
735,L50373,L,300.0,309.3,1401,44.5,0,0,0,0,0,0,0
736,L56990,L,298.4,309.1,1650,32.9,153,0,0,0,0,0,0
737,M23050,M,299.7,311.2,1356,50.9,25,0,0,0,0,0,0
738,L56927,L,298.8,310.1,1470,47.4,187,0,0,0,0,0,0
739,M19740,M,303.8,312.5,1497,38.5,156,0,0,0,0,0,0
740,L50756,L,301.8,310.6,1554,40.4,202,0,0,0,0,0,0
741,M18007,M,300.4,309.8,1495,42.8,119,0,0,0,0,0,0
742,L53561,L,300.2,309.6,1542,37.2,106,0,0,0,0,0,0
743,L55282,L,300.3,311.9,1555,39.1,182,0,0,0,0,0,0
744,M22248,M,299.8,310.6,1694,31.3,12,0,0,0,0,0,0
745,L51284,L,302.0,310.6,1296,67.1,5,1,0,1,0,0,0
746,L57110,L,298.3,308.3,1490,41.5,13,0,0,0,0,0,0
747,L48138,L,295.8,306.2,1486,47.6,74,0,0,0,0,0,0
748,L56161,L,297.0,307.7,1502,51.0,126,0,0,0,0,0,0
749,M24155,M,298.2,309.0,1601,34.6,97,0,0,0,0,0,0
